"liga","fecha","mercado","casa","local","visitante","seleccion","cuota","timestamp"
"La Liga - Spain","2025-08-25T19:30:00Z","h2h","Winamax (DE)","Sevilla","Getafe","Sevilla","2,1","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-25T19:30:00Z","h2h","Winamax (DE)","Sevilla","Getafe","Draw","3,0","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-25T19:30:00Z","h2h","Tipico","Sevilla","Getafe","Getafe","4,0","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-25T19:30:00Z","h2h","Tipico","Sevilla","Getafe","Sevilla","2,05","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-25T19:30:00Z","h2h","Tipico","Sevilla","Getafe","Draw","3,1","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-25T19:30:00Z","h2h","Betsson","Sevilla","Getafe","Getafe","3,95","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-25T19:30:00Z","h2h","Betsson","Sevilla","Getafe","Sevilla","2,12","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-25T19:30:00Z","h2h","Betsson","Sevilla","Getafe","Draw","3,05","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-25T19:30:00Z","h2h","Nordic Bet","Sevilla","Getafe","Getafe","3,95","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-25T19:30:00Z","h2h","Nordic Bet","Sevilla","Getafe","Sevilla","2,12","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-25T19:30:00Z","h2h","Nordic Bet","Sevilla","Getafe","Draw","3,05","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-25T19:30:00Z","h2h","Unibet (IT)","Sevilla","Getafe","Getafe","3,85","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-25T19:30:00Z","h2h","Unibet (IT)","Sevilla","Getafe","Sevilla","2,1","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-25T19:30:00Z","h2h","Unibet (IT)","Sevilla","Getafe","Draw","3,1","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-25T19:30:00Z","h2h","Unibet (NL)","Sevilla","Getafe","Getafe","3,95","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-25T19:30:00Z","h2h","Unibet (NL)","Sevilla","Getafe","Sevilla","2,15","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-25T19:30:00Z","h2h","Unibet (NL)","Sevilla","Getafe","Draw","3,2","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-25T19:30:00Z","h2h","Betfair","Sevilla","Getafe","Getafe","4,2","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-25T19:30:00Z","h2h","Betfair","Sevilla","Getafe","Sevilla","2,2","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-25T19:30:00Z","h2h","Betfair","Sevilla","Getafe","Draw","3,2","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-25T19:30:00Z","h2h","Unibet (FR)","Sevilla","Getafe","Getafe","3,92","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-25T19:30:00Z","h2h","Unibet (FR)","Sevilla","Getafe","Sevilla","2,09","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-25T19:30:00Z","h2h","Unibet (FR)","Sevilla","Getafe","Draw","3,05","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-25T19:30:00Z","h2h","Pinnacle","Sevilla","Getafe","Getafe","3,83","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-25T19:30:00Z","h2h","Pinnacle","Sevilla","Getafe","Sevilla","2,28","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-25T19:30:00Z","h2h","Pinnacle","Sevilla","Getafe","Draw","3,05","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-25T19:30:00Z","h2h","Everygame","Sevilla","Getafe","Getafe","3,9","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-25T19:30:00Z","h2h","Everygame","Sevilla","Getafe","Sevilla","2,15","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-25T19:30:00Z","h2h","Everygame","Sevilla","Getafe","Draw","3,05","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-25T19:30:00Z","h2h","Marathon Bet","Sevilla","Getafe","Getafe","3,94","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-25T19:30:00Z","h2h","Marathon Bet","Sevilla","Getafe","Sevilla","2,14","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-25T19:30:00Z","h2h","Marathon Bet","Sevilla","Getafe","Draw","3,12","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-25T19:30:00Z","h2h","BetOnline.ag","Sevilla","Getafe","Getafe","3,95","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-25T19:30:00Z","h2h","BetOnline.ag","Sevilla","Getafe","Sevilla","2,17","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-25T19:30:00Z","h2h","BetOnline.ag","Sevilla","Getafe","Draw","3,12","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-25T19:30:00Z","h2h","Coolbet","Sevilla","Getafe","Getafe","4,1","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-25T19:30:00Z","h2h","Coolbet","Sevilla","Getafe","Sevilla","2,14","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-25T19:30:00Z","h2h","Coolbet","Sevilla","Getafe","Draw","3,15","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-25T19:30:00Z","h2h","Matchbook","Sevilla","Getafe","Getafe","4,2","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-25T19:30:00Z","h2h","Matchbook","Sevilla","Getafe","Sevilla","2,2","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-25T19:30:00Z","h2h","Matchbook","Sevilla","Getafe","Draw","3,2","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-25T19:30:00Z","h2h","Betclic (FR)","Sevilla","Getafe","Getafe","3,92","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-25T19:30:00Z","h2h","Betclic (FR)","Sevilla","Getafe","Sevilla","2,1","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-25T19:30:00Z","h2h","Betclic (FR)","Sevilla","Getafe","Draw","3,05","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-27T19:00:00Z","h2h","Unibet (FR)","Celta Vigo","Real Betis","Celta Vigo","2,17","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-27T19:00:00Z","h2h","Unibet (FR)","Celta Vigo","Real Betis","Real Betis","3,12","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-27T19:00:00Z","h2h","Unibet (FR)","Celta Vigo","Real Betis","Draw","3,45","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-27T19:00:00Z","h2h","Parions Sport (FR)","Celta Vigo","Real Betis","Celta Vigo","2,1","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-27T19:00:00Z","h2h","Parions Sport (FR)","Celta Vigo","Real Betis","Real Betis","3,15","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-27T19:00:00Z","h2h","Parions Sport (FR)","Celta Vigo","Real Betis","Draw","3,35","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-27T19:00:00Z","h2h","Winamax (FR)","Celta Vigo","Real Betis","Celta Vigo","2,2","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-27T19:00:00Z","h2h","Winamax (FR)","Celta Vigo","Real Betis","Real Betis","3,2","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-27T19:00:00Z","h2h","Winamax (FR)","Celta Vigo","Real Betis","Draw","3,6","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-27T19:00:00Z","h2h","1xBet","Celta Vigo","Real Betis","Celta Vigo","2,27","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-27T19:00:00Z","h2h","1xBet","Celta Vigo","Real Betis","Real Betis","3,3","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-27T19:00:00Z","h2h","1xBet","Celta Vigo","Real Betis","Draw","3,67","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-27T19:00:00Z","h2h","Tipico","Celta Vigo","Real Betis","Celta Vigo","2,2","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-27T19:00:00Z","h2h","Tipico","Celta Vigo","Real Betis","Real Betis","3,2","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-27T19:00:00Z","h2h","Tipico","Celta Vigo","Real Betis","Draw","3,4","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-27T19:00:00Z","h2h","Betfair","Celta Vigo","Real Betis","Celta Vigo","2,26","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-27T19:00:00Z","h2h","Betfair","Celta Vigo","Real Betis","Real Betis","3,4","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-27T19:00:00Z","h2h","Betfair","Celta Vigo","Real Betis","Draw","3,65","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-27T19:00:00Z","h2h","Pinnacle","Celta Vigo","Real Betis","Celta Vigo","2,19","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-27T19:00:00Z","h2h","Pinnacle","Celta Vigo","Real Betis","Real Betis","3,28","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-27T19:00:00Z","h2h","Pinnacle","Celta Vigo","Real Betis","Draw","3,66","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-27T19:00:00Z","h2h","Betsson","Celta Vigo","Real Betis","Celta Vigo","2,18","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-27T19:00:00Z","h2h","Betsson","Celta Vigo","Real Betis","Real Betis","3,2","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-27T19:00:00Z","h2h","Betsson","Celta Vigo","Real Betis","Draw","3,55","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-27T19:00:00Z","h2h","Nordic Bet","Celta Vigo","Real Betis","Celta Vigo","2,18","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-27T19:00:00Z","h2h","Nordic Bet","Celta Vigo","Real Betis","Real Betis","3,2","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-27T19:00:00Z","h2h","Nordic Bet","Celta Vigo","Real Betis","Draw","3,55","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-27T19:00:00Z","h2h","Unibet (NL)","Celta Vigo","Real Betis","Celta Vigo","2,23","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-27T19:00:00Z","h2h","Unibet (NL)","Celta Vigo","Real Betis","Real Betis","3,2","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-27T19:00:00Z","h2h","Unibet (NL)","Celta Vigo","Real Betis","Draw","3,7","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-27T19:00:00Z","h2h","Unibet (IT)","Celta Vigo","Real Betis","Celta Vigo","2,16","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-27T19:00:00Z","h2h","Unibet (IT)","Celta Vigo","Real Betis","Real Betis","3,1","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-27T19:00:00Z","h2h","Unibet (IT)","Celta Vigo","Real Betis","Draw","3,6","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-27T19:00:00Z","h2h","Matchbook","Celta Vigo","Real Betis","Celta Vigo","2,26","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-27T19:00:00Z","h2h","Matchbook","Celta Vigo","Real Betis","Real Betis","3,4","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-27T19:00:00Z","h2h","Matchbook","Celta Vigo","Real Betis","Draw","3,65","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-27T19:00:00Z","h2h","Marathon Bet","Celta Vigo","Real Betis","Celta Vigo","2,22","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-27T19:00:00Z","h2h","Marathon Bet","Celta Vigo","Real Betis","Real Betis","3,22","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-27T19:00:00Z","h2h","Marathon Bet","Celta Vigo","Real Betis","Draw","3,58","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-27T19:00:00Z","h2h","William Hill","Celta Vigo","Real Betis","Celta Vigo","2,2","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-27T19:00:00Z","h2h","William Hill","Celta Vigo","Real Betis","Real Betis","3,1","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-27T19:00:00Z","h2h","William Hill","Celta Vigo","Real Betis","Draw","3,4","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-27T19:00:00Z","h2h","Everygame","Celta Vigo","Real Betis","Celta Vigo","2,15","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-27T19:00:00Z","h2h","Everygame","Celta Vigo","Real Betis","Real Betis","3,2","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-27T19:00:00Z","h2h","Everygame","Celta Vigo","Real Betis","Draw","3,45","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-27T19:00:00Z","h2h","Betclic (FR)","Celta Vigo","Real Betis","Celta Vigo","2,16","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-27T19:00:00Z","h2h","Betclic (FR)","Celta Vigo","Real Betis","Real Betis","3,13","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-27T19:00:00Z","h2h","Betclic (FR)","Celta Vigo","Real Betis","Draw","3,48","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-27T19:00:00Z","h2h","Coolbet","Celta Vigo","Real Betis","Celta Vigo","2,2","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-27T19:00:00Z","h2h","Coolbet","Celta Vigo","Real Betis","Real Betis","3,35","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-27T19:00:00Z","h2h","Coolbet","Celta Vigo","Real Betis","Draw","3,6","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-27T19:00:00Z","h2h","BetOnline.ag","Celta Vigo","Real Betis","Celta Vigo","2,18","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-27T19:00:00Z","h2h","BetOnline.ag","Celta Vigo","Real Betis","Real Betis","3,17","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-27T19:00:00Z","h2h","BetOnline.ag","Celta Vigo","Real Betis","Draw","3,62","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-29T17:30:00Z","h2h","Parions Sport (FR)","Elche CF","Levante","Elche CF","2,0","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-29T17:30:00Z","h2h","Parions Sport (FR)","Elche CF","Levante","Levante","3,55","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-29T17:30:00Z","h2h","Parions Sport (FR)","Elche CF","Levante","Draw","3,25","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-29T17:30:00Z","h2h","Unibet (FR)","Elche CF","Levante","Elche CF","2,08","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-29T17:30:00Z","h2h","Unibet (FR)","Elche CF","Levante","Levante","3,55","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-29T17:30:00Z","h2h","Unibet (FR)","Elche CF","Levante","Draw","3,25","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-29T17:30:00Z","h2h","Winamax (FR)","Elche CF","Levante","Elche CF","2,1","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-29T17:30:00Z","h2h","Winamax (FR)","Elche CF","Levante","Levante","3,7","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-29T17:30:00Z","h2h","Winamax (FR)","Elche CF","Levante","Draw","3,35","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-29T17:30:00Z","h2h","Winamax (DE)","Elche CF","Levante","Elche CF","2,1","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-29T17:30:00Z","h2h","Winamax (DE)","Elche CF","Levante","Levante","3,65","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-29T17:30:00Z","h2h","Winamax (DE)","Elche CF","Levante","Draw","3,25","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-29T17:30:00Z","h2h","1xBet","Elche CF","Levante","Elche CF","2,16","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-29T17:30:00Z","h2h","1xBet","Elche CF","Levante","Levante","3,73","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-29T17:30:00Z","h2h","1xBet","Elche CF","Levante","Draw","3,5","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-29T17:30:00Z","h2h","Tipico","Elche CF","Levante","Elche CF","2,1","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-29T17:30:00Z","h2h","Tipico","Elche CF","Levante","Levante","3,6","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-29T17:30:00Z","h2h","Tipico","Elche CF","Levante","Draw","3,3","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-29T17:30:00Z","h2h","William Hill","Elche CF","Levante","Elche CF","2,1","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-29T17:30:00Z","h2h","William Hill","Elche CF","Levante","Levante","3,5","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-29T17:30:00Z","h2h","William Hill","Elche CF","Levante","Draw","3,25","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-29T17:30:00Z","h2h","Pinnacle","Elche CF","Levante","Elche CF","2,15","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-29T17:30:00Z","h2h","Pinnacle","Elche CF","Levante","Levante","3,73","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-29T17:30:00Z","h2h","Pinnacle","Elche CF","Levante","Draw","3,32","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-29T17:30:00Z","h2h","Betsson","Elche CF","Levante","Elche CF","2,12","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-29T17:30:00Z","h2h","Betsson","Elche CF","Levante","Levante","3,55","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-29T17:30:00Z","h2h","Betsson","Elche CF","Levante","Draw","3,35","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-29T17:30:00Z","h2h","Nordic Bet","Elche CF","Levante","Elche CF","2,12","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-29T17:30:00Z","h2h","Nordic Bet","Elche CF","Levante","Levante","3,55","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-29T17:30:00Z","h2h","Nordic Bet","Elche CF","Levante","Draw","3,35","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-29T17:30:00Z","h2h","Unibet (NL)","Elche CF","Levante","Elche CF","2,12","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-29T17:30:00Z","h2h","Unibet (NL)","Elche CF","Levante","Levante","3,6","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-29T17:30:00Z","h2h","Unibet (NL)","Elche CF","Levante","Draw","3,55","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-29T17:30:00Z","h2h","Unibet (IT)","Elche CF","Levante","Elche CF","2,06","2025-08-25T18:37:44.821297"
