"liga","fecha","mercado","casa","local","visitante","seleccion","cuota","timestamp"
"La Liga - Spain","2025-08-31T17:00:00Z","h2h","1xBet","Real Betis","Athletic Bilbao","Real Betis","2,85","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-31T17:00:00Z","h2h","1xBet","Real Betis","Athletic Bilbao","Draw","3,27","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-31T17:00:00Z","h2h","Tipico","Real Betis","Athletic Bilbao","Athletic Bilbao","2,65","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-31T17:00:00Z","h2h","Tipico","Real Betis","Athletic Bilbao","Real Betis","2,85","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-31T17:00:00Z","h2h","Tipico","Real Betis","Athletic Bilbao","Draw","3,0","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-31T17:00:00Z","h2h","William Hill","Real Betis","Athletic Bilbao","Athletic Bilbao","2,62","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-31T17:00:00Z","h2h","William Hill","Real Betis","Athletic Bilbao","Real Betis","2,7","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-31T17:00:00Z","h2h","William Hill","Real Betis","Athletic Bilbao","Draw","3,0","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-31T17:00:00Z","h2h","Marathon Bet","Real Betis","Athletic Bilbao","Athletic Bilbao","2,72","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-31T17:00:00Z","h2h","Marathon Bet","Real Betis","Athletic Bilbao","Real Betis","2,78","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-31T17:00:00Z","h2h","Marathon Bet","Real Betis","Athletic Bilbao","Draw","3,2","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-31T17:00:00Z","h2h","Pinnacle","Real Betis","Athletic Bilbao","Athletic Bilbao","2,75","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-31T17:00:00Z","h2h","Pinnacle","Real Betis","Athletic Bilbao","Real Betis","2,88","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-31T17:00:00Z","h2h","Pinnacle","Real Betis","Athletic Bilbao","Draw","3,11","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-31T17:00:00Z","h2h","Betsson","Real Betis","Athletic Bilbao","Athletic Bilbao","2,72","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-31T17:00:00Z","h2h","Betsson","Real Betis","Athletic Bilbao","Real Betis","2,82","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-31T17:00:00Z","h2h","Betsson","Real Betis","Athletic Bilbao","Draw","3,05","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-31T17:00:00Z","h2h","Nordic Bet","Real Betis","Athletic Bilbao","Athletic Bilbao","2,72","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-31T17:00:00Z","h2h","Nordic Bet","Real Betis","Athletic Bilbao","Real Betis","2,82","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-31T17:00:00Z","h2h","Nordic Bet","Real Betis","Athletic Bilbao","Draw","3,05","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-31T17:00:00Z","h2h","Unibet (NL)","Real Betis","Athletic Bilbao","Athletic Bilbao","2,8","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-31T17:00:00Z","h2h","Unibet (NL)","Real Betis","Athletic Bilbao","Real Betis","2,75","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-31T17:00:00Z","h2h","Unibet (NL)","Real Betis","Athletic Bilbao","Draw","3,25","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-31T17:00:00Z","h2h","Unibet (IT)","Real Betis","Athletic Bilbao","Athletic Bilbao","2,75","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-31T17:00:00Z","h2h","Unibet (IT)","Real Betis","Athletic Bilbao","Real Betis","2,65","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-31T17:00:00Z","h2h","Unibet (IT)","Real Betis","Athletic Bilbao","Draw","3,15","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-31T17:00:00Z","h2h","Betfair","Real Betis","Athletic Bilbao","Athletic Bilbao","2,72","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-31T17:00:00Z","h2h","Betfair","Real Betis","Athletic Bilbao","Real Betis","2,88","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-31T17:00:00Z","h2h","Betfair","Real Betis","Athletic Bilbao","Draw","3,15","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-31T17:00:00Z","h2h","Unibet (FR)","Real Betis","Athletic Bilbao","Athletic Bilbao","2,65","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-31T17:00:00Z","h2h","Unibet (FR)","Real Betis","Athletic Bilbao","Real Betis","2,7","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-31T17:00:00Z","h2h","Unibet (FR)","Real Betis","Athletic Bilbao","Draw","3,08","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-31T17:00:00Z","h2h","Everygame","Real Betis","Athletic Bilbao","Athletic Bilbao","2,65","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-31T17:00:00Z","h2h","Everygame","Real Betis","Athletic Bilbao","Real Betis","2,8","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-31T17:00:00Z","h2h","Everygame","Real Betis","Athletic Bilbao","Draw","3,0","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-31T17:00:00Z","h2h","Matchbook","Real Betis","Athletic Bilbao","Athletic Bilbao","2,76","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-31T17:00:00Z","h2h","Matchbook","Real Betis","Athletic Bilbao","Real Betis","2,9","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-31T17:00:00Z","h2h","Matchbook","Real Betis","Athletic Bilbao","Draw","3,15","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-31T17:00:00Z","h2h","Coolbet","Real Betis","Athletic Bilbao","Athletic Bilbao","2,9","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-31T17:00:00Z","h2h","Coolbet","Real Betis","Athletic Bilbao","Real Betis","2,72","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-31T17:00:00Z","h2h","Coolbet","Real Betis","Athletic Bilbao","Draw","3,15","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-31T17:30:00Z","h2h","Parions Sport (FR)","Espanyol","CA Osasuna","CA Osasuna","3,05","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-31T17:30:00Z","h2h","Parions Sport (FR)","Espanyol","CA Osasuna","Espanyol","2,2","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-31T17:30:00Z","h2h","Parions Sport (FR)","Espanyol","CA Osasuna","Draw","3,1","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-31T17:30:00Z","h2h","Winamax (FR)","Espanyol","CA Osasuna","CA Osasuna","3,2","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-31T17:30:00Z","h2h","Winamax (FR)","Espanyol","CA Osasuna","Espanyol","2,4","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-31T17:30:00Z","h2h","Winamax (FR)","Espanyol","CA Osasuna","Draw","3,25","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-31T17:30:00Z","h2h","Winamax (DE)","Espanyol","CA Osasuna","CA Osasuna","3,15","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-31T17:30:00Z","h2h","Winamax (DE)","Espanyol","CA Osasuna","Espanyol","2,35","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-31T17:30:00Z","h2h","Winamax (DE)","Espanyol","CA Osasuna","Draw","3,2","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-31T17:30:00Z","h2h","1xBet","Espanyol","CA Osasuna","CA Osasuna","3,21","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-31T17:30:00Z","h2h","1xBet","Espanyol","CA Osasuna","Espanyol","2,44","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-31T17:30:00Z","h2h","1xBet","Espanyol","CA Osasuna","Draw","3,4","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-31T17:30:00Z","h2h","Tipico","Espanyol","CA Osasuna","CA Osasuna","3,2","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-31T17:30:00Z","h2h","Tipico","Espanyol","CA Osasuna","Espanyol","2,3","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-31T17:30:00Z","h2h","Tipico","Espanyol","CA Osasuna","Draw","3,2","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-31T17:30:00Z","h2h","William Hill","Espanyol","CA Osasuna","CA Osasuna","3,1","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-31T17:30:00Z","h2h","William Hill","Espanyol","CA Osasuna","Espanyol","2,3","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-31T17:30:00Z","h2h","William Hill","Espanyol","CA Osasuna","Draw","3,1","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-31T17:30:00Z","h2h","Marathon Bet","Espanyol","CA Osasuna","CA Osasuna","3,14","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-31T17:30:00Z","h2h","Marathon Bet","Espanyol","CA Osasuna","Espanyol","2,38","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-31T17:30:00Z","h2h","Marathon Bet","Espanyol","CA Osasuna","Draw","3,32","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-31T17:30:00Z","h2h","Pinnacle","Espanyol","CA Osasuna","CA Osasuna","3,25","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-31T17:30:00Z","h2h","Pinnacle","Espanyol","CA Osasuna","Espanyol","2,39","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-31T17:30:00Z","h2h","Pinnacle","Espanyol","CA Osasuna","Draw","3,26","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-31T17:30:00Z","h2h","Betsson","Espanyol","CA Osasuna","CA Osasuna","3,05","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-31T17:30:00Z","h2h","Betsson","Espanyol","CA Osasuna","Espanyol","2,38","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-31T17:30:00Z","h2h","Betsson","Espanyol","CA Osasuna","Draw","3,25","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-31T17:30:00Z","h2h","Nordic Bet","Espanyol","CA Osasuna","CA Osasuna","3,05","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-31T17:30:00Z","h2h","Nordic Bet","Espanyol","CA Osasuna","Espanyol","2,38","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-31T17:30:00Z","h2h","Nordic Bet","Espanyol","CA Osasuna","Draw","3,25","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-31T17:30:00Z","h2h","Unibet (NL)","Espanyol","CA Osasuna","CA Osasuna","3,2","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-31T17:30:00Z","h2h","Unibet (NL)","Espanyol","CA Osasuna","Espanyol","2,4","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-31T17:30:00Z","h2h","Unibet (NL)","Espanyol","CA Osasuna","Draw","3,3","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-31T17:30:00Z","h2h","Unibet (IT)","Espanyol","CA Osasuna","CA Osasuna","3,1","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-31T17:30:00Z","h2h","Unibet (IT)","Espanyol","CA Osasuna","Espanyol","2,33","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-31T17:30:00Z","h2h","Unibet (IT)","Espanyol","CA Osasuna","Draw","3,2","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-31T17:30:00Z","h2h","Betfair","Espanyol","CA Osasuna","CA Osasuna","3,3","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-31T17:30:00Z","h2h","Betfair","Espanyol","CA Osasuna","Espanyol","2,4","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-31T17:30:00Z","h2h","Betfair","Espanyol","CA Osasuna","Draw","3,25","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-31T17:30:00Z","h2h","Everygame","Espanyol","CA Osasuna","CA Osasuna","3,15","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-31T17:30:00Z","h2h","Everygame","Espanyol","CA Osasuna","Espanyol","2,3","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-31T17:30:00Z","h2h","Everygame","Espanyol","CA Osasuna","Draw","3,15","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-31T17:30:00Z","h2h","Unibet (FR)","Espanyol","CA Osasuna","CA Osasuna","3,1","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-31T17:30:00Z","h2h","Unibet (FR)","Espanyol","CA Osasuna","Espanyol","2,33","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-31T17:30:00Z","h2h","Unibet (FR)","Espanyol","CA Osasuna","Draw","3,15","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-31T17:30:00Z","h2h","Matchbook","Espanyol","CA Osasuna","CA Osasuna","3,3","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-31T17:30:00Z","h2h","Matchbook","Espanyol","CA Osasuna","Espanyol","2,44","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-31T17:30:00Z","h2h","Matchbook","Espanyol","CA Osasuna","Draw","3,25","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-31T17:30:00Z","h2h","BetOnline.ag","Espanyol","CA Osasuna","CA Osasuna","3,12","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-31T17:30:00Z","h2h","BetOnline.ag","Espanyol","CA Osasuna","Espanyol","2,4","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-31T17:30:00Z","h2h","BetOnline.ag","Espanyol","CA Osasuna","Draw","3,2","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-31T17:30:00Z","h2h","Coolbet","Espanyol","CA Osasuna","CA Osasuna","3,3","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-31T17:30:00Z","h2h","Coolbet","Espanyol","CA Osasuna","Espanyol","2,4","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-31T17:30:00Z","h2h","Coolbet","Espanyol","CA Osasuna","Draw","3,22","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-31T19:30:00Z","h2h","Parions Sport (FR)","Rayo Vallecano","Barcelona","Barcelona","1,35","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-31T19:30:00Z","h2h","Parions Sport (FR)","Rayo Vallecano","Barcelona","Rayo Vallecano","6,1","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-31T19:30:00Z","h2h","Parions Sport (FR)","Rayo Vallecano","Barcelona","Draw","4,9","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-31T19:30:00Z","h2h","Winamax (FR)","Rayo Vallecano","Barcelona","Barcelona","1,4","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-31T19:30:00Z","h2h","Winamax (FR)","Rayo Vallecano","Barcelona","Rayo Vallecano","7,0","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-31T19:30:00Z","h2h","Winamax (FR)","Rayo Vallecano","Barcelona","Draw","5,6","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-31T19:30:00Z","h2h","Winamax (DE)","Rayo Vallecano","Barcelona","Barcelona","1,38","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-31T19:30:00Z","h2h","Winamax (DE)","Rayo Vallecano","Barcelona","Rayo Vallecano","6,75","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-31T19:30:00Z","h2h","Winamax (DE)","Rayo Vallecano","Barcelona","Draw","5,4","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-31T19:30:00Z","h2h","1xBet","Rayo Vallecano","Barcelona","Barcelona","1,45","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-31T19:30:00Z","h2h","1xBet","Rayo Vallecano","Barcelona","Rayo Vallecano","7,48","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-31T19:30:00Z","h2h","1xBet","Rayo Vallecano","Barcelona","Draw","5,27","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-31T19:30:00Z","h2h","Tipico","Rayo Vallecano","Barcelona","Barcelona","1,4","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-31T19:30:00Z","h2h","Tipico","Rayo Vallecano","Barcelona","Rayo Vallecano","6,5","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-31T19:30:00Z","h2h","Tipico","Rayo Vallecano","Barcelona","Draw","5,5","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-31T19:30:00Z","h2h","William Hill","Rayo Vallecano","Barcelona","Barcelona","1,4","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-31T19:30:00Z","h2h","William Hill","Rayo Vallecano","Barcelona","Rayo Vallecano","6,5","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-31T19:30:00Z","h2h","William Hill","Rayo Vallecano","Barcelona","Draw","4,8","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-31T19:30:00Z","h2h","Marathon Bet","Rayo Vallecano","Barcelona","Barcelona","1,41","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-31T19:30:00Z","h2h","Marathon Bet","Rayo Vallecano","Barcelona","Rayo Vallecano","7,3","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-31T19:30:00Z","h2h","Marathon Bet","Rayo Vallecano","Barcelona","Draw","5,15","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-31T19:30:00Z","h2h","Pinnacle","Rayo Vallecano","Barcelona","Barcelona","1,4","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-31T19:30:00Z","h2h","Pinnacle","Rayo Vallecano","Barcelona","Rayo Vallecano","6,95","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-31T19:30:00Z","h2h","Pinnacle","Rayo Vallecano","Barcelona","Draw","5,4","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-31T19:30:00Z","h2h","Betsson","Rayo Vallecano","Barcelona","Barcelona","1,37","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-31T19:30:00Z","h2h","Betsson","Rayo Vallecano","Barcelona","Rayo Vallecano","7,4","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-31T19:30:00Z","h2h","Betsson","Rayo Vallecano","Barcelona","Draw","5,4","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-31T19:30:00Z","h2h","Nordic Bet","Rayo Vallecano","Barcelona","Barcelona","1,37","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-31T19:30:00Z","h2h","Nordic Bet","Rayo Vallecano","Barcelona","Rayo Vallecano","7,4","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-31T19:30:00Z","h2h","Nordic Bet","Rayo Vallecano","Barcelona","Draw","5,4","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-31T19:30:00Z","h2h","Unibet (NL)","Rayo Vallecano","Barcelona","Barcelona","1,42","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-31T19:30:00Z","h2h","Unibet (NL)","Rayo Vallecano","Barcelona","Rayo Vallecano","6,75","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-31T19:30:00Z","h2h","Unibet (NL)","Rayo Vallecano","Barcelona","Draw","5,6","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-31T19:30:00Z","h2h","Unibet (IT)","Rayo Vallecano","Barcelona","Barcelona","1,38","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-31T19:30:00Z","h2h","Unibet (IT)","Rayo Vallecano","Barcelona","Rayo Vallecano","6,4","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-31T19:30:00Z","h2h","Unibet (IT)","Rayo Vallecano","Barcelona","Draw","5,3","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-31T19:30:00Z","h2h","Betfair","Rayo Vallecano","Barcelona","Barcelona","1,42","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-31T19:30:00Z","h2h","Betfair","Rayo Vallecano","Barcelona","Rayo Vallecano","7,4","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-31T19:30:00Z","h2h","Betfair","Rayo Vallecano","Barcelona","Draw","5,5","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-31T19:30:00Z","h2h","Everygame","Rayo Vallecano","Barcelona","Barcelona","1,36","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-31T19:30:00Z","h2h","Everygame","Rayo Vallecano","Barcelona","Rayo Vallecano","6,75","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-31T19:30:00Z","h2h","Everygame","Rayo Vallecano","Barcelona","Draw","5,0","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-31T19:30:00Z","h2h","Unibet (FR)","Rayo Vallecano","Barcelona","Barcelona","1,35","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-31T19:30:00Z","h2h","Unibet (FR)","Rayo Vallecano","Barcelona","Rayo Vallecano","6,2","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-31T19:30:00Z","h2h","Unibet (FR)","Rayo Vallecano","Barcelona","Draw","4,95","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-31T19:30:00Z","h2h","Matchbook","Rayo Vallecano","Barcelona","Barcelona","1,35","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-31T19:30:00Z","h2h","Matchbook","Rayo Vallecano","Barcelona","Rayo Vallecano","7,4","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-31T19:30:00Z","h2h","Matchbook","Rayo Vallecano","Barcelona","Draw","4,7","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-31T19:30:00Z","h2h","Coolbet","Rayo Vallecano","Barcelona","Barcelona","1,42","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-31T19:30:00Z","h2h","Coolbet","Rayo Vallecano","Barcelona","Rayo Vallecano","7,1","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-08-31T19:30:00Z","h2h","Coolbet","Rayo Vallecano","Barcelona","Draw","5,4","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-09-12T19:00:00Z","h2h","1xBet","Sevilla","Elche CF","Elche CF","4,71","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-09-12T19:00:00Z","h2h","1xBet","Sevilla","Elche CF","Sevilla","1,94","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-09-12T19:00:00Z","h2h","1xBet","Sevilla","Elche CF","Draw","3,48","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-09-12T19:00:00Z","h2h","Parions Sport (FR)","Sevilla","Elche CF","Elche CF","3,75","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-09-12T19:00:00Z","h2h","Parions Sport (FR)","Sevilla","Elche CF","Sevilla","1,77","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-09-12T19:00:00Z","h2h","Parions Sport (FR)","Sevilla","Elche CF","Draw","3,05","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-09-12T19:00:00Z","h2h","Winamax (DE)","Sevilla","Elche CF","Elche CF","4,2","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-09-12T19:00:00Z","h2h","Winamax (DE)","Sevilla","Elche CF","Sevilla","1,9","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-09-12T19:00:00Z","h2h","Winamax (DE)","Sevilla","Elche CF","Draw","3,35","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-09-12T19:00:00Z","h2h","Winamax (FR)","Sevilla","Elche CF","Elche CF","4,2","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-09-12T19:00:00Z","h2h","Winamax (FR)","Sevilla","Elche CF","Sevilla","1,9","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-09-12T19:00:00Z","h2h","Winamax (FR)","Sevilla","Elche CF","Draw","3,35","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-09-12T19:00:00Z","h2h","Unibet (FR)","Sevilla","Elche CF","Elche CF","3,78","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-09-12T19:00:00Z","h2h","Unibet (FR)","Sevilla","Elche CF","Sevilla","1,77","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-09-12T19:00:00Z","h2h","Unibet (FR)","Sevilla","Elche CF","Draw","3,02","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-09-12T19:00:00Z","h2h","Marathon Bet","Sevilla","Elche CF","Elche CF","4,6","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-09-12T19:00:00Z","h2h","Marathon Bet","Sevilla","Elche CF","Sevilla","1,89","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-09-12T19:00:00Z","h2h","Marathon Bet","Sevilla","Elche CF","Draw","3,4","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-09-12T19:00:00Z","h2h","Tipico","Sevilla","Elche CF","Elche CF","3,8","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-09-12T19:00:00Z","h2h","Tipico","Sevilla","Elche CF","Sevilla","1,85","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-09-12T19:00:00Z","h2h","Tipico","Sevilla","Elche CF","Draw","3,9","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-09-12T19:00:00Z","h2h","Pinnacle","Sevilla","Elche CF","Elche CF","3,77","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-09-12T19:00:00Z","h2h","Pinnacle","Sevilla","Elche CF","Sevilla","1,91","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-09-12T19:00:00Z","h2h","Pinnacle","Sevilla","Elche CF","Draw","3,81","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-09-13T12:00:00Z","h2h","Parions Sport (FR)","Getafe","Oviedo","Getafe","1,78","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-09-13T12:00:00Z","h2h","Parions Sport (FR)","Getafe","Oviedo","Oviedo","3,9","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-09-13T12:00:00Z","h2h","Parions Sport (FR)","Getafe","Oviedo","Draw","2,95","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-09-13T12:00:00Z","h2h","Winamax (DE)","Getafe","Oviedo","Getafe","1,92","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-09-13T12:00:00Z","h2h","Winamax (DE)","Getafe","Oviedo","Oviedo","4,4","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-09-13T12:00:00Z","h2h","Winamax (DE)","Getafe","Oviedo","Draw","3,25","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-09-13T12:00:00Z","h2h","Winamax (FR)","Getafe","Oviedo","Getafe","1,92","2025-08-25T18:37:44.821297"
"La Liga - Spain","2025-09-13T12:00:00Z","h2h","Winamax (FR)","Getafe","Oviedo","Oviedo","4,4","2025-08-25T18:37:44.821297"
